COMPANY,LESS_FIN_EXP,LESS_GERL_ADMIN_EXP,LESS_NON_OPER_EXP,LESS_OPER_COST,LESS_SELLING_DIST_EXP,OPER_PROFIT,PLUS_NON_OPER_REV,TOT_OPER_REV,TOT_PROFIT,ACCT_PAYABLE,ACCT_RCV,ADV_FROM_CUST,BONDS_PAYABLE,CONST_IN_PROG,DVD_RCV,FIN_ASSETS_AVAIL_FOR_SALE,FIX_ASSETS,INT_RCV,INVEST_REAL_ESTATE,LT_BORROW,LT_PAYABLE,MONETARY_CAP,NON_CUR_LIAB_DUE_WITHIN_1Y,NOTES_PAYABLE,NOTES_RCV,OIL_AND_NATURAL_GAS_ASSETS,OTH_PAYABLE,OTH_RCV,PRODUCTIVE_BIO_ASSETS,PROJ_MATL,ST_BORROW,TOT_ASSETS,TOT_CUR_ASSETS,TOT_CUR_LIAB,TOT_LIAB,TRADABLE_FIN_ASSETS,AMORT_INTANG_ASSETS,DEPR_FA_COGA_DPBA,NET_CASH_FLOWS_FNC_ACT,NET_CASH_FLOWS_INV_ACT,NET_CASH_FLOWS_OPER_ACT,free_cash_flow
2oG4EFB2D3,248793056.1,738691236.9,9890670.49,10714359051,943462675.3,697809269,176515027.7,12843127885,864433626.2,5294639683,10203656975,1062647812,,2515433154,18840828.46,192749543.4,2064453664,,85280955.56,2574744593,,7613241725,161804930.9,2286235620,95734739.21,,204540190.3,417365456.9,,,5319130476,31947644206,24884235832,15230355929,18679134693,94034714.4,58395429.57,138185348.1,5904795887,-3356277460,-4133441869,-8409948555
677156226,32279518.16,7360648.15,1290310,936050490.8,,192206390.1,235342.69,1176028338,191151422.8,383545038.2,1486050800,222890000,,,,,3020136.33,,,2524640000,,79785663.01,,,,,199900535.4,2084610386,,,,11015547732,10957527595,882369447.2,3414919447,,,1743466.79,672599762.1,-55909751,-828739923.7,-892984939.4
157492,5444555.78,58632212.87,999122.3,331579251.2,22795975.81,46978222.43,11318041.53,470914598.5,57297141.66,44094544.72,137136098.3,1070918.91,38972487.18,24420294.65,,,213937468.5,,,,,45977523.12,,6611700,19349068.58,,8956983.63,3781294.38,,537252.18,26802229.66,565276468.6,296143844.5,93440976.83,132797882.3,,689573.63,19689875.88,20735913.87,-55119992.52,31719851.97,4250895.383
ZUunnLgCeJ,45812586.17,26808350.94,115816.31,779305645.4,3442048.12,110491349.4,3430.02,966194980.3,245627345.8,8142512.05,3133275.14,21360227,,604607832.9,,,128168279.7,,,492000000,,137281334.2,15000000,18000000,,,278522649.3,2149576947,,,20000000,5301935754,2339391799,568521637.8,1093202094,40000000,41898.96,11830299.86,704162985.2,-1052563410,255677344.1,-1736922276
ZWVVYBXxKV,19566677.91,19187764.46,322627.18,319895731.6,1431379.48,105035814.5,5274738.4,410999303.8,109987925.7,16176464.36,79656749.75,18571747.42,,5974382.22,,,62767445.1,,1270078683,362000000,3159,331332120.4,299000000,97900000,,,1466536698,1374476490,,,140520000,4580679353,1973394898,2044655831,2605774590,,6897.45,4686353.38,-1039343288,-30278873.65,444973478.5,-18424249.39
0SCC9A9A57,21965310.84,62802137.55,182414.24,454107832.2,51371445.53,62438390.46,21754848.47,665159566.8,84010824.69,136421230.4,296781815.5,92964671.14,,27150503.88,,,435431237,,,27150000,14096453,532387224.9,20196250,413172504.3,50436317.52,,55768985.56,127391096,,,288150000,2073553206,1369663911,1022150290,1073516743,,2740628.63,19230181.88,-87105567.49,-183213067.4,115867830.9,110374943.9
16824EF50D,,,,,,,,686939987.6,,,,,,,,,,,,,,,,,,,,,,,,3888479688,,,2527511797,,,,,,,
iZaJJ46t90,77730842.64,145032566.2,7355680.3,3183612848,90306078.28,195739619.6,26496292.23,3811129496,214880231.5,221411621.7,131823915.1,1095734737,,1244977867,,15388621.23,295085098.3,663333,25825793.53,1560576905,15082613.53,1561951885,,244000000,4702592.76,,919231324,235547479.9,1193127.85,,2284806977,7525313154,5575248017,5013015115,6657258214,10988376.85,3614396,19590818.61,848317102.5,-543075380.7,153504002.4,-935836793.6
rHk2wrs4Yf,53431722.9,76720785.55,1868513.22,4338801994,4560644.15,1586177639,7354320.83,5192675230,1591663447,277502523.9,1152902576,100583276.1,,609167746.2,,,1888202263,,,300000000,,246940930,,376652583,440000,,925417980.3,1982515641,,128566.6,379400321,7333324664,3816170274,2290256741,2795461891,,,,1275271453,-479695995.5,-1094770458,153822348.6
0rZQN8Rfmz,20233824.41,22508409.34,64296.72,345254669.5,,35810946.31,146450695.1,427290523.8,182197344.7,185378419.1,671234006.4,5518394,,,,,23670102.32,,394691816.9,447290000,,87093522.91,75670000,,,,309219379.3,328612608.4,,,210000000,3354475829,2798727380,795443022,1242733022,,347310.09,2836580.47,173309038.9,-59391438.55,-108390071.5,-161537751.2
3I546DE9C7,87256010.61,95628379.57,18582852.98,1715224910,9299129.99,468747867.4,17647011.16,2368633791,467812025.5,64644454.58,1560738317,144364235.2,716650000,1313718144,,,1145991222,,,3166880272,,570871956,,,,,1621327301,1407120915,,,100050000,15155002566,10932092366,1961408093,6002085173,,11484422.96,48199847.73,-695758592.6,-405094149.4,-165930371.1,-577655510.2
GMtCBgMzZR,944015.53,5341620.55,,218434949.3,2991783.87,38654804.77,,267252472.3,38654804.77,7215418.25,12905349.36,8800000,,,,,58587437.31,,,,,4425142.48,,,,,15470412,1395312.32,,,20000000,177781890.9,119194453.6,51887097.5,51887097.5,,,417912.62,13055984.47,-17784740.74,7111486.5,928551.456
502036921,1969093561,12399106757,496679630.2,1.01E+11,2933432039,4981521232,260930585.4,1.25E+11,4745772187,28512812624,10813203115,7281526472,17373367436,15179395480,,352527026.8,43693336384,86452064.41,259706674.4,11000897626,855301213.6,21210960601,1002625370,4746229048,14930552319,,12685124577,15224867797,,70911161.95,9770014634,1.52E+11,78352923557,75001446580,1.06E+11,,270803462.2,8462897904,3601284928,-15699757646,13338544209,4533178029
0SH42C1FA2,67769669.89,119156169.5,4223331.16,3633009252,,73326609.64,8042153.55,4023936530,77145432.03,740765451.2,331665187.7,1737849695,,568185618.9,,,1772550722,14972466.22,,1937158500,162457147.7,1066552488,206151663.7,,14800000,,195905103.2,534517307.3,,,462000000,8207486324,4536829406,3732744621,5852068699,,1826512.71,103851926.1,1417915079,-1411872620,109971104.9,-697162003.9
1HU3D6D1C5,650079975.4,1410660226,103647419.6,23217191428,361655430.7,193600057.6,389540688.2,26077219140,479493326.2,3465100137,2241226617,2191383825,4300000000,9378042711,26371609.23,66595416.99,11337769738,15973561.31,43931107.29,8700479293,880272277,8320800428,972684921.6,1810115318,1092471618,,3149516396,3109108033,697882.45,106271270.8,7162880000,57295258524,21192489751,20560337868,36973061333,7000000,101861770.1,1177214366,14183243408,-11416874795,-679326359.2,-7797037155
0K8CB296AD,78450013.49,423642652.2,15767496.89,4139807068,228206914,343745738.8,42003081.78,5227985606,369981323.7,943439044.4,930575763.1,74203009.31,497319670.4,248967076,63763573.86,,1263227808,230616.44,50419294.1,288064624.6,10305658,1250160725,5592652.64,216080770.2,496008890.3,,264890339.3,43978946.16,,,1038609283,6522798353,4141989776,2937571696,3752851848,,9550223.63,230485475.1,263234377.3,-521421900.7,230382406.9,-928586728.9
2AF43D25C5,,,,,,,,,,286246282,389981957.9,8348856.72,,35428380.47,,,624152384.1,,,,,99900308.65,,72448733.75,27709603.47,,785684.71,3909543.62,,,131836208,1932736782,1016913615,479418049.6,482643049.6,,970655.85,53576297.78,132309755.1,-389985921,14439166.26,-98549130.07
502031249,-58920578.28,956589365.2,6560434.73,7948383572,760830558.1,3301615160,2103710777,12106056592,5398765501,3128051316,6482607003,2901140787,,101002757.7,,,1413417629,,68097052.73,,156175899,4331068481,,427520096.3,465763028.7,,624199414.5,376271915.2,,,1555000000,19515192896,17243147792,9027603108,9244957884,40712555.5,6057724.98,112462816.3,-597081963.4,1719086094,9470455.34,-352553630.4
45G7F56005,-19743664.75,643418686,3910730.42,17773463021,391247600.3,655877333.1,179693300.9,19506120187,831659903.6,1844219551,873870506.1,790032187.2,,475929302.1,,64757952.32,2007011072,21170549.77,131989150.5,10000000,,4803359617,75000000,97856676.97,260873995.1,,540424195.4,250899157.9,,7656.08,318095741.6,15148638450,10409414667,4018897675,5819619235,78016.72,29141979.33,236857914,-45638358.96,-645955782.8,-3271508375,-1240536205
f5eOIM8nLw,53413063.9,6961791.09,,3268282717,5220100.47,388854826.4,,3729835576,388854826.4,,4395212.63,27612412.98,,802166816,,,474965395.1,,,300000000,225799326,450970342.2,,438900000,,,,,,,463000000,2542315942,1038513429,960936835.4,1486736161,,4892175.12,40386583.52,202586936.1,-778445329.7,675572405.3,-314739528.1
gtu4nblin1,-1313018.48,197707878.3,3727181.51,762831926,132383571.5,-83952515.82,109205598.6,1054288909,21525901.26,140537411,55851333.05,110631144,,65210952.09,,,533180882.8,,,900000,,165871754.2,,18595016.99,1100000,,463961249,299533345,,,82300000,1531534856,633535801.8,866397937.7,872629410.3,,3706495.36,41367769.96,46755295.87,-133367307.7,86403009.06,-21195882.23
bmx00RgPsp,3963302.32,85952020.05,1175217.8,109880901,7792472.19,71799256.34,6493.95,279963600,70630532.49,12989556.2,33079009.61,3096584.6,,,3886828.65,,75585329.89,,,45000000,,60767988.56,,,,,13377233.25,30600064.64,,,,310701994.3,181296825.1,87511063.64,133937998,,912787.43,6975319.18,2750000,-39066603.98,58105706.28,25185273.06
bK4Jm6xsmc,3697307.26,47884520.89,826869.92,99607463.17,2134642.63,63316805.36,33345753.13,209754135.9,95835688.57,51209007.42,9893104.45,37822830.58,,350638205.9,,,879755631.1,,27727141.13,3933700000,135000000,148475149.1,416200000,,851260.6,,96367111.43,858463822.8,,,90000000,9175947892,1788460939,707219136.3,4836001855,,496287.56,40092289.58,-359249470.4,-119842204.8,406756580.3,334390503.1
1000755,190642803.1,159620680.8,23987149.38,4955648564,105574813.7,12205407.68,38090907.92,5439245505,26309166.22,376431501.4,106882027.6,121264760.5,,1518533270,,27320832,3150751209,,,264080000,,863419734,1068470000,553680000,236925998.9,,69345817.78,24059333.85,,1417807.26,2314000000,7223309793,2390467031,4564803811,4887709972,,4465719.96,239455212,497917914.3,-512659084.5,-72616014.08,312720711.1
b0B6UdkyWQ,2767356.67,3018870.54,,30807469.14,4414822.33,13727458.63,3250.03,54968933.09,13730708.66,78501.48,1068876.25,12000,,,,,254515993.8,,,8000000,,1875250.88,,,,,1321723.84,598838.35,93435886.44,,70000000,360748402.1,11985728.26,71435372.82,79435372.82,,,,37190830.75,-38703966.33,-11724044.62,37243743.56
502031154,361473235.9,1084377366,41972798.47,7107989419,277458235.1,2045720905,98089433.38,11379335924,2101837540,2107863463,648703007.6,200284840.2,1000750000,3052729815,714285.71,,9664708201,,,5516125000,446190874.5,4128560961,499000000,203622484.7,2264430919,,986769264.8,433485261.7,,330020781.8,2145000000,26046279611,9221087126,7017275005,14343100651,25746521.24,90220405.51,786790265.2,1560040722,-2409471927,2730022323,-95068103.31
2007591,31592107.77,1251897148,156558352.1,13543226680,4436589249,1982967271,503589290.8,23287195002,2329998210,2008527396,92201896.64,927995881.9,1334692717,625776331.2,,,7356128828,21566777.48,10494219.92,804116834,1000000,6919194073,2315634,83893730,98350000,,3852261177,649345213,,,5411196637,27952273987,15645798168,13627823472,17178957563,,122840235.8,578383556.5,555806114.2,-3938867108,1059504903,1148207880
14000002,106830404,896466903,21779209,11827159157,950832797,1428785043,25320504,15334533528,1432326338,2364602468,894345239,140752912,,757337234,,,2727970627,3846148,,96114000,,3916619753,56000000,2771129987,5968381449,,103079443,104318961,,,1110818431,18035408697,13387740643,10996326374,11429664096,,19861664,299547883,2481084665,-575753699,-1644713337,661479175
160EFF,-153028306.3,709599999.2,31724867.59,5833093535,1235223027,5546425348,58554980.34,13351771795,5573255461,764942958.3,116803596.3,3563115464,,1005355975,,,1829216172,220000,,889250000,,7630595024,,148810000,1396499573,,3229786333,1165009018,,13723002.6,138800000,21961936396,16884702933,9482950302,10745307986,1260000000,64500277.77,114103255,435975281.7,-4381292448,4417974913,543702888
793616760,899735.83,10062136.04,847482.17,40591793.64,5543762.85,4610714.48,27205227.89,64271251,30968460.2,80663521.04,2839116.07,9535328.85,,984795919.9,,,157337834,,,488840835.1,,28284660.32,90800000,,,,238733767,218672957.3,,,10000000,2746784294,1600093125,439417192.2,928258027.3,,57160.6,6393041.15,112333993.1,-183301273.5,19527525.04,-101277131
16P019012D,303478789,823853706,41688351,18983446009,168253228,1108740062,112922182,21273153001,1179973893,776536960,2922654207,309585049,3971961342,2160406028,,65256100,5961675334,5096614,21290241,2023737946,117704713,5900933902,215082931,242100000,238664804,,1029664452,933926187,,,4090440438,26513599680,13006632111,7421010897,14146001807,15731918,41486602,541070890,1999485260,-405612043,-1156145789,-3805552014
hDo1bcvjJx,,,,,,780000,,,780000,18684179.7,,,,15329136664,,,177905650.3,,,8905000000,2457596522,59430077.28,779000000,126114124.6,,,417727490.3,6935672.21,,980521657,760000000,17392789043,84708945.45,2152672521,13515269043,,,,3597880220,-3783896506,,-7759280858
ubtbHYdTBN,20436.25,5724248.56,316005.43,296212749.3,,177354855.5,49000710.01,506583208.2,226039560,116491283.9,150991.6,182668258,,430829225.3,,,179564437.6,,,335500000,,38881710.06,,,,,303456744.6,221497996.8,,,156300000,5156709952,4474776289,834834858.2,1174334858,,,1664517.55,52442311.91,-96040727.02,32144659.2,-921758051.8
3I159F77F2,192835033.7,804654875.9,5456885.62,9245046339,841946361.4,492428731,163276007.7,11629515937,650247853.1,1925192319,2029972704,150381446.3,1200000000,888926429.7,,,3544163676,,,2152801200,285163527.4,1615270094,,778210194.7,1054893640,,300366423.3,316468726,,2841950.9,1113800000,13537911134,7879799409,4712347478,8476744379,397240,36221831.55,443853574.4,996591636.3,-1294299645,681010571,-839671895.1
vBbXLNuDKC,66099596.89,105346068.9,7887851.61,206950022.4,26852862.1,155583580.6,26549809.49,303066907.1,174245538.5,205445779.1,122163312.3,37251006.83,,69635809.08,,,341240088.8,,477435865.3,497000000,600000000,325730968.5,50000000,4900000,1690608.45,,569850001.2,331098332,,,50490000,4609960975,1399615233,944880556.3,2057840144,5000000,18178045.74,19110836.2,633163869.7,-641805931.4,-312114094.5,-303990808.7
552014769,324673.68,12731765.38,28195.77,933070428.1,4699015.54,33497746.29,100500184.6,1032460407,133969735.2,14811188.21,285126807,624042.14,,,,,48463700.13,,,584000000,17058777.74,195256512.4,,60000000,,,86094207.32,137338171.5,,,43000000,2176270356,2041004219,252814267.5,853873045.3,,,1589316.97,695360328.3,-13968577,-511031589.5,-1657330899
1000877,282842487.5,525685990.5,17782176.12,5559739580,426039540.6,1359284218,311872292.3,8277788051,1653374334,1693362981,320997402.8,309245337.4,800000000,2742166604,7199682.4,170067667.5,7561277827,,18663042.65,2964301467,87452812.45,1576277175,1095742054,276920052.6,671431000,,218426324.3,14075704.19,,2971451.64,1823771419,15339549378,4192314869,5965571241,9937836591,,18140766.49,488441538.8,2437973312,-3056768582,1136480952,562998548.8
JF2ZuqZkWO,106320006,146974451.9,2189436.74,1617862328,46926539.98,217444565.6,4818744.16,2110640331,220073873,72601538.86,244701993.2,106400889.6,200000000,1199212.51,,,189693985.7,,,187000000,1080000,797814225.9,,255000000,458930527.1,,6344820.02,95117986.82,,,773000000,2442404247,2171896463,1239613523,1627693523,,2253324.74,22197055.77,240259994.1,-38937114.5,67431404.78,-126507994.9
BEAL8Hhbid,54794802.94,29857007.84,8803.91,675892278.6,33400,-9041482.71,927079.76,745404959.1,184123308.7,250477517.5,1014428581,80092779.81,,75105064.28,,,1099758046,,,630000000,2000000,102481894.6,,,,,217498965.8,1341405401,,,29000000,4532202913,2932407623,580527762.7,1969473763,,7333422.64,13310918.19,135571998.8,89320.47,-331263406.5,-408579652.3
48KA51A678,145673702.2,791889713.5,19308411.37,21974905001,41916647.3,494592971.3,39203165.24,24295213043,514487725.2,3997917551,4459743339,873964331.6,794915458.3,433035280,,,849218123,,1585590.37,2785250000,41445996.94,4989761935,6403914.72,801345028.8,92081105.2,,3390623944,1915547946,,47981630.88,3065220000,21594689505,17131426450,13402684091,17175845160,,7188233.01,93206305.96,3188391360,-221060295.3,-809706700.6,-2351386042
g1aCpVKlEa,40388880.92,136787260.8,16338473.19,447554491.5,630959,-132025411.3,60627314.47,530864984.5,-87736570.06,1037429727,68370401.29,1057750.74,,924806119.2,,,4571600664,,,1335000000,,527548975.1,100000000,,8648431.36,,121524201.8,841716998.3,,,150000000,6952449534,1449022338,1448647974,2863978328,,,,916530665.4,-1318769613,72748351.26,-1366526843
F4CBC,21714436.27,72053849.14,1044784.3,587841521.4,2533848.37,373936991.5,16743868.08,1070998667,389636075.3,269046480,40437521.27,4651151.58,2182478735,2374507204,,,1191717077,,,4936214283,23819758.03,1278965659,150275000,,,,266793316.4,202166634.6,,,419500000,16041306919,10964919350,1232502855,9920256494,80273,201028.1,33597353.1,-3589204044,-501606648.3,2334149899,2034504372
wHTYxub4PH,147825898.8,77903049.52,4559201.91,39427026634,627329300.3,543003817.8,81152989.79,40698194373,619597605.7,371755823,1644752360,1204789008,,,,,88961498.48,1532333.27,,8004869.65,,2546465194,,1246405026,43186733.28,,45200199.37,437385291.3,,,6873066102,10862150076,10735573049,10012050134,10068862672,290400774.6,,,2967321357,-368264364.3,-2259405991,-410308964.5
gUHnPxFlIf,11973212.88,15379232.13,1773.07,280196101.2,2281516.42,15011486.4,162026.68,326212709.1,15171740.01,36597889.06,40736388.87,10066841.44,,11680039.73,,,106896717.5,,,,,11654718.51,,300000,,,4018103.88,11089548.87,,,140072846,315230236.3,169769151,207419207.8,207419207.8,,648341.04,14278457.57,-21472305.52,-3968385.41,23465947.08,16100371.92
raAAjWsVDI,5916696.17,33947927.95,757773.92,177866458.1,3745142.11,40201411.88,8714967.04,278442825.1,48158605,116838675.7,181100295,27427116.73,38214311.72,26549960.45,,,123894124.5,,,,,141225188.1,,24244912.59,11000000,,15690380.95,8154544.02,,,45090000,566442417.1,370366218.6,247776908.5,303571659,,2561767.8,2884399.5,109395618.7,-49352557.64,53024029.07,-94625299.53
1H5436ECA8,26570878,82253969.38,1162488.04,645682503.7,15230977.37,22113226.16,26209595.97,849442152.3,47160334.09,116042633.2,94923367.21,2070069.79,592500000,208268170.4,7492343.12,230372235.2,280410924.3,1369192.24,102669240,31910000,,628127887.5,,5000000,74368036.93,,176868441.4,80735621.95,,41239.45,47315944.28,3300359847,1563241656,423792253.9,1080733656,57297365.42,2889037.28,16630261.91,584979870.1,-404627807.1,57258437.26,-692370342.1
29S43D71FB,41685418.94,94553955.62,11800684.69,2533445562,74349072.81,220116826.2,11101418.77,3058799270,219417560.3,99431664.78,324851868.1,450348089.2,,10791781.4,,,519466221.8,1700000,6209993.21,38600000,322250.82,250378364.9,80200000,,137223212.6,,509985351.7,245413290.4,,,577263940.6,2823730940,2118232892,1820943952,1860318767,,1729404.1,53215159.52,166685596.4,-103834221.1,-153185348.3,174321988.3
3AU86C7BBC,148018855.4,257683994.7,22081067.33,2525349848,38598611.06,523923138.6,151323885.5,3524960784,653165956.8,578093951.3,109095268.3,102331741.4,,288444778.7,,,3535696806,,5949706.52,1000650000,,222155533.4,306000000,182629187.6,187186179.9,,49970342.48,26674291.59,,70413742.14,1129614600,5923821876,1463442902,2475146711,3557324315,,5021297.67,203075025.1,-344787538.1,-678315227.2,639935217.8,361480873.4
1600089,149211946.5,979824559.1,161636149.7,14687671246,1142852093,1130453405,419407694.3,18164744134,1388224950,4346957607,3055251492,2850984618,2400000000,2809867439,,,7232048649,,,2156788140,7063636,9887268587,833000000,2756692542,693606728.8,,425474483.3,358473680.2,,42780894.19,1415241204,33612466401,20312758474,13992673663,19559195307,,55640818.99,391334484.7,4926778496,-4072971636,1768273337,-3168908355
2024132,428230306.4,253417606.2,19157763.09,5110043799,96384660,-167753769.2,121380627.5,5765925826,-65530904.76,1037321018,139527348.8,135509602.6,615282500,512487542.5,,398300,4743071965,,2974066.27,1637696966,179373829.7,422350597.7,696622854.3,608210249.4,173340934,,103970336.7,552060300.4,,3330690.85,1878610658,8210960806,2089841561,4574748233,7013169603,269581.03,30510534.84,496639914.8,-386060472.1,-521040981.6,809294568.5,1173595910
