COMPANY,LESS_FIN_EXP,LESS_GERL_ADMIN_EXP,LESS_NON_OPER_EXP,LESS_OPER_COST,LESS_SELLING_DIST_EXP,OPER_PROFIT,PLUS_NON_OPER_REV,TOT_OPER_REV,TOT_PROFIT,ACCT_PAYABLE,ACCT_RCV,ADV_FROM_CUST,BONDS_PAYABLE,CONST_IN_PROG,DVD_RCV,FIN_ASSETS_AVAIL_FOR_SALE,FIX_ASSETS,INT_RCV,INVEST_REAL_ESTATE,LT_BORROW,LT_PAYABLE,MONETARY_CAP,NON_CUR_LIAB_DUE_WITHIN_1Y,NOTES_PAYABLE,NOTES_RCV,OIL_AND_NATURAL_GAS_ASSETS,OTH_PAYABLE,OTH_RCV,PRODUCTIVE_BIO_ASSETS,PROJ_MATL,ST_BORROW,TOT_ASSETS,TOT_CUR_ASSETS,TOT_CUR_LIAB,TOT_LIAB,TRADABLE_FIN_ASSETS,AMORT_INTANG_ASSETS,DEPR_FA_COGA_DPBA,NET_CASH_FLOWS_FNC_ACT,NET_CASH_FLOWS_INV_ACT,NET_CASH_FLOWS_OPER_ACT,free_cash_flow
jOoS8lM8CV,43865805.51,6141063.62,3008279.94,149214508.5,2650107.2,-33813527.46,181333142.3,168804740.2,144511334.9,1886609,456708196,520000,,356160,,2600000,128195227.5,,,802520000,,361329561,,,,,140343286.6,588728074.8,,,,4318109425,3284813258,152823678.6,979111678.6,2000000,37272.3,100539.97,846733400.2,-275825728.8,-336613934.8,-2972669736
157346,19672764.84,51235465.8,125459.59,511801338.3,21071922.51,6756833.35,1888501.18,612175747,8519874.94,91823231.32,109077840.9,10878305.7,83006666.7,29225379.79,,,229910183.2,,,,,34224561.91,,43204135.91,4223421,,15128485.33,94232546.58,,,169570861.5,671706580.4,374063584.5,333719838.3,416726505,,,,-17419476.25,-24308328.93,25351305.97,-52811590.92
Pz8qrdBj01,7926917.07,21958149.61,14318024.82,302587285.4,,205644438.6,158873.91,563258059.5,191485287.7,1165707934,150819890.5,137284717.6,,60196637.03,,,23937391.75,,3862579100,120500000,,203034147.3,84000000,125000000,,,1512091518,369883868.9,,,29500000,6962490883,2706889171,3091003913,3964592753,300000,,611837.04,-10816961.11,-26103221.89,-75200449.84,222448788.2
2qL484B11C,102073408.2,3308361775,142253488.9,48725460045,3015445788,7360268109,394946000.4,62537252110,7612960620,14393055320,5168681574,1524848066,6862876357,5609442985,39529218.53,234011928.1,10806353024,300495.58,589336620.5,352558418.4,37160253.55,22161547600,700000000,7261689551,9700140641,,3875180377,721556707.2,,10275638.26,1804037545,71913105198,50549623228,33989830604,41868218716,,43927526.65,1417087713,3279743836,-3467903519,6212305812,-138967891.1
06Q5933A3A,409958492.2,598635481.4,47743672.88,6699911619,352195793.4,-779187186,318222359.8,7421570412,-508708499.1,788717190.4,368736531.8,5102652462,1500000000,9750429909,469551.75,3135767.89,28506653279,,165995239.2,5775057150,4247552604,2779711238,1217272727,30500000,,,1067389947,986887915.6,,38648097.6,6075000000,47729686988,7574391074,14338512043,26775023339,,44319767.37,1437599290,505421760.4,-1538120101,1086425229,1648584556
RydGFqCiOf,42003503.51,267395451,1192282.55,1737705392,54534884.49,77815946.15,74909699.43,2181081751,151533363,359053147.4,418117539.5,21669650.34,,212858559.3,,,1040609760,,10822059.79,505000000,,201130361.3,119000000,73434793.67,96106952.32,,50406662.35,33864756.34,,,400927109.1,2606385020,1198893537,1086552737,1682946873,,3257144.11,182713432.4,215866045.6,-334837674.7,87844479.21,-66883872.83
pPQjhrz1qi,4816648.43,26041456.47,2925639.22,230224769.8,8044024.22,69974589.65,560170.97,335312532.3,162701417.8,356949577.3,11305192.01,48551176.63,,18068711.89,,,305350268.7,,,2236136457,61835893.06,393784640.8,,,1000000,,896795980.1,1595181564,,,110000000,8246570962,4404037771,1476246702,3789219052,3600000,240000,50146437.65,45047887.35,-191788952.6,-252559155.6,34218617.08
774849163,6056230.05,7985898.45,,136442490.2,,13219178.94,1485.57,163924995,70570764.51,163633539.6,,,,189907548.3,,,4050504.94,,,359400000,162500000,124483628.8,,,,,516296473.8,47511594.32,,,38250000,2719492934,2522184251,719971554.8,1241871555,,,530087.13,284468405.6,-76016031.27,-245381428.2,-1800832189
47A63DB222,10935751.49,6981495.96,9102716.63,128474481.3,7468746.69,34430549.89,52535.05,188419867.7,27425519.26,18140279.84,53885508.79,5165754.3,49208046.89,71807795.41,,,133171081.1,,,,,2109099.9,,,,,12809341.37,13589878.28,,46584.62,52000000,356444243.2,137598939.8,93396022.6,142604069.5,,249949.58,3810737.19,22933438.32,-8048781.34,-37892988.65,5144863.376
1600658,-31322441.42,27757638.3,75059.32,279013620.9,4922475.89,382266814.2,31304615.83,830940468.3,413496370.7,130130879.6,9453832.6,477754188.3,,,,25201400,30234923.38,9339641.15,511499229,,,1324656381,,,3280000,,360961893.1,3516929.09,,,,3418900361,2792884471,1451194143,1469212834,,234400.5,16810306.46,-172741675.3,542530.2,251384678.8,118175217.2
0SK3CF860A,186342791,503158413,4635008.34,5779116147,834163499.3,295442516.6,1229589.52,7823271338,292037097.8,391231369.4,137659428.3,564479334.5,,134734588.4,,,2431420411,,221436954.8,195134400,,1645763777,100000000,,33077432.06,,772664728.1,1860816268,49195924.28,,7725396400,14284862208,9187703967,10358798979,10553933379,2000000,,,1211625904,-1033714660,13141401.94,-974282100.4
aG2lMqLa3P,5637207.35,10619351.33,49280.65,148411340.4,11697782.14,11259690.41,7992666.56,187773283,19203076.32,5740949.94,16757650.32,4991094.54,,12307037.08,,,77634728.55,,,,3750000,14282500.4,,,10764783.13,,28784059.93,8983907.63,,,70000000,290561525.3,170399649.3,112436165.8,116186165.8,,476421.6,8645789.88,-3841420.15,-23979967.11,30017186.94,36943434.84
1000861,53663305.42,111371943.7,2566825.13,992334612.1,65249307.64,524234340.4,2891787.72,1834372603,524559303,96763105.55,116041973.9,425179474.4,,50812833.35,,,559623378.2,,462723143.1,442155929.4,2000000,717001747.9,228317107.4,46000000,58017787.48,,240319245.7,64686626.6,,347125.71,520000000,3371679802,1706213178,1615571200,2061149004,,1810843.84,60878713.48,60880893.01,-323476603.9,653827250.7,212813345.6
4JH0343214,17003520.32,110707416.3,5053218.52,1456957507,74758757.57,181392098.2,13796268.46,1861610592,190135148.1,206837581.1,352622762.3,17811723.35,,49715317.6,,,519978631.3,,,,,735012870.3,,201848202.9,34896274.36,,18013125.97,13877427.15,,,401000000,2451555657,1794102234,876839324.2,887387824.2,,2431933.75,41808653.31,158275768.2,-231066628.8,36491235.09,10864991.51
1753CFF383,24538820.08,291729286.2,1838044.28,3666513433,162682847.4,1106489703,14449833.24,5992550998,1119101492,1839374327,1150619.95,4578129164,1778922219,,,5138904.96,518018091.6,,,4077046079,,2654628845,1621500000,,,,865947447.1,112509368.3,,,220000000,22540474539,21865764784,9730035210,15588557843,,1137817.42,24925071.97,740309919,-3104295806,717681854.7,-5934908899
502042247,545578058.3,696335458.1,112466498.7,5667221404,959510060.4,1869237474,16369208.63,10265835155,1773140183,1417856106,413425178.6,659987878.1,3305538943,4164085323,37219600,619279578.7,10095281595,,112980149.4,5276288763,276023997.7,11451217222,1228793301,206431332.5,92232629.2,,1185594416,1393686838,,58784513.64,3625000000,39700428786,19930916243,15961685926,25109634729,581777371.7,27866227.7,788166028.8,2402469173,-4477402945,-908448442.3,-4774600177
1600773,62308431.12,64941824.12,634348.64,2087184444,30955199.16,470102163.8,22519911.23,2920757748,491987726.4,461688919.4,33740403.95,337359525.1,,,,,7184914.11,,88593809.57,3508150000,,1170798953,910000000,,,,1695063447,350643028.2,,,,8388469897,7953160741,3642963937,7154087209,,,5122429.73,199379499.2,19796958.33,-50981319.3,-328193501.3
1HG2A1B7F6,13277695.59,146930736.7,312688.6,2924209479,157289576.3,201545791.9,17465021.62,3453664484,218698125,47760933.67,10190962390,72654896.86,,76416770.95,,973423241.3,266822975.4,27476101.32,,9406340000,,2885384820,,,,,2720896268,333132557.6,,3748.9,2727618564,20750269061,15247900160,5789599122,15235608519,38741799.01,2396702.73,63358597.02,3149720490,78373150.11,-1049128865,-1015607653
gzlEf93O9a,4027897.49,5737742.11,677815.66,465561.61,2570305.18,39805465.19,307800,273705049.5,39435449.53,1385384.25,45930429.3,,30000000,1544695.7,,,62329618.52,,,,,8240899.52,,7161637,,,,2235000,,,36500000,226159874.1,144688280.9,47978443.02,77978443.02,,391050.6,7459939.28,-30710308.67,-3842741.37,36593619.07,767741.0878
502039691,15604065.59,113871922.2,18529607.23,1438807037,88031927.45,175105333.6,34765390.14,1848758016,191341116.5,367109279.6,498867810.8,441399707.4,,59161221.38,,,571538759.1,,7103551.07,282941654,41707943.2,1138125089,65000000,33274000,15607233,,471538346.3,78400731.36,,99280.3,234000000,3727773039,2873572196,1670484737,2041866565,2500000,2522120.48,41871408.55,213825917,-139337006.6,-44331119.23,-174993859.2
fdQZyLiJDL,3621837.49,64025073.2,421681.27,15304890.41,299682650.1,396585229.8,64075917.85,774631147.8,460239466.4,60091393.56,8506635.67,40966775.88,,356468802.3,2483956.16,396578264.8,328070681.1,219205.48,,275000000,,3151930535,3000000,,,,206473771.2,1223241391,,1556072.24,828404400,8125651084,5021702617,1549222592,2050364054,111830809.3,3581531.18,7978971.48,4569412046,-2715914134,356679629.9,-2666519129
496338085,,,,15954244000,,,,27398471000,9168203000,,,,,,,,,,,,,,,,,,,,,,,84158884000,57408475000,40777073000,61426510000,,,,-249746000,-1106673000,528946000,5661770000
1000630,412643578.7,1022879842,142249439.6,66826417934,204882478.1,1728789477,279721592,70740641188,1866261630,3874901954,1073701095,544148708.6,,2768966309,,,9871564499,14962028.91,16374122.89,3321739379,,3406394496,451399607.3,97817089.6,593021576,,180387809.3,446245553.1,,310181185,12076792420,32266636050,17734097820,17492291258,20825711417,,48908192.93,745996245.6,-210533903.4,-3194475671,4315028888,499153920.7
Bid7fa1nwG,97554369.46,31565558.03,47800,2290017469,122762478.5,45276146.51,14401500,2590185325,59629846.51,368695920.3,63782494.38,22717215.5,,700144693.2,,,1410914068,,,,,100184036.7,180000000,274500000,13504909.42,,1228408782,7338417.16,,,450000000,3368707956,1143711025,2486427314,2503430481,,2123571.12,89387342.39,14847149.38,-213431234.8,181313576.3,1370594984
PWrf365vab,9746861.33,9363489.15,202729.95,574173989.8,3702725.77,29958878.62,28832.71,621509940.3,29784981.38,24121332.4,24897295.45,,40206666.67,10089857.39,,,171815638.1,,,15000000,,69549969.13,,56000000,261300,,20372574.83,14768781.03,,,66000000,382274862.2,189102394.9,170379852.4,225586519,,67280.4,7536516.24,-36509807.58,-13291057.24,90280460.17,38939587.23
502035175,7087748.87,27483781.98,227752.91,86694133.45,4061785.37,6565031.48,10000,136369188.5,6347278.57,36706746.29,63905266.63,38940482.05,,,,,57541936.85,,,,20674818.43,19645470.96,,24775008,2145000,,26165448.62,17876272.13,,,50000000,290541668.4,225761842.6,179830386.9,203959205.3,,133582.92,5324510.48,-5885468.74,-1220565.16,19707013.36,4352820.242
EPzCbwdYcC,2833682.16,5570387.83,1083538.67,174248506,4377990.99,22677328.35,2739010.88,210151241.3,24332800.56,3153612.46,51682613.23,,,479683,,,53978836.38,,,3830000,,9125627.58,,,,,745299.85,3262535.77,,,68947529.36,172902082.9,116827736.7,74269098.38,78099098.38,,,,27197874.46,-27516627.44,1034836.08,3266162.445
502033168,-23957286.94,1942086152,17583911.68,31489367308,1780826695,701784875.2,296816199.1,36646116155,981017162.6,4228746029,863560994.1,1004728760,1000000000,1248280959,3000000,,7330195996,,316970666.8,640110000,3501929.26,5932603819,170000000,4169141010,2205887874,,2258839323,735287434.5,,,998200093.2,24328690231,12775341162,13482652262,15850661682,69042505.7,149486486.2,831271324.4,609123180.6,-466816999.4,244180175.9,-458788940.7
0MD3AEFF8D,14290949.62,167775864.5,46574333.1,2024971462,110250127.9,438571510.2,24949392.53,2492549075,416946569.6,536380200.9,214346298,469425548.7,,537173225.2,1557634.71,,718726545.4,,,414952088.5,,794599127.7,370407455.9,159636098.1,48929896.77,,73322369.05,26070605.07,,,285000000,4705750860,2708818078,2004575329,2468453063,,6487840.16,62499620.83,73785960.17,-195161276.8,-2249130.43,-58075393
0PR4E809C7,1508167643,611770240.2,9211460.88,56598490208,252177874.2,1590536037,1130450417,61198950688,2711774993,3051114512,1359839799,91582834.16,1500000000,1599469236,,,24582888001,6741000,,6896818000,1297234074,8271462462,1362020530,1363300000,103000000,,162511265.6,848020098.3,,,5546929243,52239094041,22984391794,14879342270,24818550005,,87449630.24,2260173030,1380339914,-1937365158,1703812671,1902004300
1600100,372220541.4,1241590134,14430504.51,17704877141,1209024892,852310277.7,217820440.8,20962049867,1055700214,4410305597,4115021304,2128283445,0,1036826744,0,5681698.56,3560172730,0,0,2216046384,232094.08,5179000204,77133895.21,666850155.9,141894848,0,1277835112,642951533.7,0,0,7712538197,30170951833,17480413679,17866384450,20345393252,883224142.5,129882662,286908201.4,4325751436,-5333405377,-218999137.3,-1024085515
1600139,-394660.9,75827045.59,343761.14,92502114.3,8228374.36,128451602.9,162154744.1,312133019.1,290262585.8,13675368.31,39446573.92,40693998.93,,6116631.55,,,232503927.8,,64308838.27,,1200000,627631343,,,110961616.2,,82557038.94,33065971.19,,282419.91,,1897137513,873985580.1,275561915.7,316962749,,20382280.19,19917463.1,566703870.8,-370200277.8,292946182.5,-87365403.51
fgK8oZEcM3,-534666.16,17016959.12,1054501.39,990410534.6,432597.85,-16637033.39,213433564.8,1045406512,195742030.1,911530540.3,1494855787,1067026.67,,1299380020,,,22559512.93,,1305987990,4350500000,,223731707.1,1089450000,,,,767994742.6,1203045903,,,133200000,12838639772,9161826389,3124172957,7480626957,,1939082.53,30899294.36,-145215317.4,-472964106.3,489339926.2,717965483.3
2oH51ECCA7,-6884284.71,52884153.23,656965.67,298949608.2,21973228.61,15059769.16,2155062.06,389437196.9,16557865.55,149026902.6,228936805.5,580692.63,,1684923.06,,,131884089,3836594.08,,,,326568217,,22656671.4,19403934.28,,251476.38,2642879.88,,,,834077198.3,667641016,180447970.9,183543470.8,,1905177.51,17572979.84,-10678053.38,-34496391.97,-53044700.64,-84214119.88
wXO4LSyBez,8578623.07,15710587.31,431423.39,200869921.6,3755392.99,25388440.17,7289341.03,258296002.6,32246357.81,42084092.58,44369653.43,9138711.14,,31916122.24,,,106796602.9,,,,37301937.64,13743078.37,,26000000,330000,,16612945.78,18178006.92,,46584.4,45000000,384771560.2,208984210.4,188335873.3,237206475.2,,,,16944288.28,29482734.96,-37372395.22,-26967932.61
duJ6QV6Axr,1264900,12196300,38000,57403500,5655600,14827500,7283900,89857600,22073400,7752100,12031100,336800,,,,,73408800,,,,,104141100,,,,,10949600,48044500,,,29000000,284955400,191904700,51309500,51309500,,88653.18,7379173.4,-5946044.9,57364178.24,6284227.44,-5241236.034
HDEB4F51,2750541.6,77222520.24,2221546.89,657327991.2,422975901.5,143598498.8,283058.18,1371566797,141660010.1,39020495.84,506644821.2,8984408.16,,,,,175554854.5,,,,,483512251.9,,237127025.4,5784370.98,,45711542.8,60830089.55,,,217000000,2209120169,1978462661,589497564.2,589497564.2,,1382547.16,13961391.89,10204403.49,-27244263.49,-197859374.1,-15042315.2
1600166,173214756.6,1725185762,32191575.27,46952853925,1533275450,972429224.9,402014884.8,51645734938,1342252534,6258172000,1364986185,2137096755,991848300,1384112563,70000,134764524.7,7983944850,,,1842243034,239584370.3,4214462566,290397764.4,172260000,595843902.4,,2146889232,404279714.9,,,3110950000,28121454308,13804738015,14167743631,19029334418,,124733616.1,437388229.6,3084658554,-3793311285,-524971443.6,431259289.6
1000692,49930558.28,89845262.2,4466072.13,1151121369,10450969.56,36637970.96,24710200.01,1345945211,56882098.84,313297032.9,236068569.4,681937670.8,,9400555.05,,,1433577654,,,55000000,,592458249.7,16000000,29061939.17,1152000,,70525204.96,32971818.35,,1317139.33,715000000,3520437266,1610064889,2039620140,2284641491,,3973404.51,129974888.1,519632731.1,-207297589.3,-109996112,208745470.3
2AF4D7E0EF,28678178.07,216360108,5433169.15,3496839463,269784427.8,68613884.25,32507550.83,4103824670,95688265.93,321081526.2,157401361.2,141478267.2,40000000,62943338.3,,,1032747041,,,503028259.9,5294354.02,215667288.7,16000000,,,,589406391.5,291180329.9,129436466.6,655014.17,166300000,2504386884,1153785641,1284781994,1961223669,,1449614.3,72274732.68,109192850,-169019498.4,53640867.97,196154623.9
1HIDB8E738,299340296.3,346698532.7,1965659.94,3576081626,339076657.4,4906285.54,52745991.13,4631510220,55686616.73,1321874818,193496673.2,140250718.6,,3390503331,,,6097920239,,57134202.55,2939560000,1144208059,400756776.2,1071658854,220255006.4,346015920.6,,1065738356,274491087.1,,119192565.1,2328577625,12825856681,2210548456,5878605143,10015036806,,9605103.78,370028427.9,1358561742,-1131673841,-480543059.8,2613554033
1600630,15285362.45,234794927.4,1085766.9,3811064736,431444693.6,26806352.17,36139184.7,4527785069,61859769.97,197724776,278136385.9,291576724.5,,14305598.46,,955582,502400894.9,,40932178.08,,,219467265,,24159818.33,1050000,,54573349.48,162491262,,,487901800,2558610832,1780347721,1094378462,1095242215,,3820532.26,47147706.15,-50827692.7,14952443.35,-39955949.14,20299526.67
b7fIQpGlcp,-52982965.85,14194873.94,942.12,106438242,,54381102.11,,111773998,54380159.99,12490485.4,,381415.66,2000000000,,,,1235261.9,,270626754.3,5095000000,,3099508132,,39140000,,,4350945.82,1643054609,,,,17472012209,11890150193,76188150.31,7171188150,,,258211.79,17345910000,-12070846274,-2175555593,-12072382711
4W6613AEA0,305437730.6,1179125913,13129346.94,9908521305,251519837,2100034393,99244679.92,13885949563,2186149726,1568207505,560797690.9,291553098.4,,86026511.4,,,5317146347,,,93500000,318618415,1743217646,900000000,641092533.7,987238925.5,,817885189.4,287928124.7,,11277182.63,2662379000,13171284104,4508206423,7814287827,8574725863,,84462247.5,550958263.4,744714111.4,-1818456945,1250728605,3390049718
D7FB3E48,62793025.25,584015081.2,2958900.05,38266844016,283361,1563856060,41186139.55,41759988058,1602083300,11942297553,5552286059,599188433.3,,184730845.2,33858591.43,,927107011.9,,13803035.25,1694150000,443358048.6,3581461550,329577971.6,537178556.2,739565589.2,,1478958052,729140871.6,,,1897500000,25303263566,21234482736,19083265440,21220773489,,4477086.09,304722276.7,2370578208,-970525773.8,-47088730.53,-868735999.8
502040962,781874157.2,3601439136,43919647.7,58584421904,2332881753,4291974873,996640124.4,64784150500,5244695350,9677958686,3246320367,2928908715,3319367444,4864669191,7020000,134991774.7,11976485742,255360.99,905081891.6,8770013449,286126699.5,11852421051,2717102022,1729105496,858946545.4,,5903375263,1453212733,,,6897248437,71256973687,28004800652,30131141690,45523580005,382058,162816225.8,806657353.3,10973120143,-6965399172,-3618891910,2712013104
3IJ9289564,45508612.98,84799031.73,22800434.81,714449280.2,24083473.85,246104904.3,2628840.38,1186758002,227558446.6,199708124.9,339725908.7,29213687.73,1358240000,3973485139,,,587703768.7,,,1477212274,17018948.2,774922223.5,,,8328954,,887090082.3,836792849.3,,110794209,1160050000,10007030562,4591232157,2383821773,5253469702,1600000,7880714.76,39777703.88,1215867225,-1321187416,127281101.7,-926566651.3
tX30kZe3oF,54363833.93,98255696.62,941114.43,2582103304,2887199.9,262760997.1,2509359.75,3096417132,264329242.4,212409837.3,536995523.3,18546299.36,,680342.03,,,385411972.5,,,3466767.04,58075083.73,555561693.9,,545441995.4,4000000,,82003726.43,423981516.1,,,640000000,2328873406,1911860367,1603142213,1664684064,,,,170216903.3,-87205885.31,105986675.4,-21670645.24
602394,,,,,,,,,206910000,,,,,,,,,,,,,,,,,,,,,,,14765860000,,,5435540000,,,,,,,
ssKv754QRq,8906109.87,1576042.86,,619200775.4,495522.69,49791518.18,413750,707099258.6,52450268.18,5912100.83,62774221.74,,,94857849.1,,,332008349.1,,,160000000,34095401.94,80938728.28,,127400000,40000000,,2190159.92,15861714.29,,,194000000,831110107.1,377860874.2,329366131.9,523461533.9,550000,,,215133600,-223897900,12657800,-201103608.6
16PEBB1A49,2788291580,302130132.8,70526934.28,4368922137,109158300.4,335060068.4,71820898.25,8031636925,336354032.4,6184737986,322704730,613523947.2,3000000000,2171249999,251002.65,,1.16E+11,,47131866.97,61851834488,,5546261639,5424000000,734407149.2,,,8976340619,1375942932,,83348684.01,7433000000,1.31E+11,11907444457,30256324961,95138288648,,8077582.14,1434007323,8408353426,-12674769749,6584820304,2890680786
0SL7CF14C0,,,,,,,,9366850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4JU45140E7,174336450.2,25372538.3,58562.6,572840104.3,773306,-27431729.05,192426360.3,770250873.2,164936068.7,81952775.62,5220000,72051487.73,,985993295.8,,284888892.5,110745005.6,,,2210000000,,309898565.1,,,25000000.83,,671859886.9,2764098312,,,50000000,6320715792,4704288570,880580955.9,3091180956,3000000,1479308.92,7847850.01,232170664.6,-302706624.7,-134613259.6,-663258744.5
0bI3D83E86,6241680357,2416612198,223456368.9,21986616166,241171113.6,-12766213044,2221098629,18290842377,-10768570784,13026158419,591585495.6,2675805273,10928416100,43057805861,9106847.07,9303641772,1.91E+11,11070610,3142538133,1.23E+11,12301404906,27455983886,7448185190,29556000,,,17943912562,10977550177,,,7238830000,3.22E+11,58334351776,50842316477,2.18E+11,20420230,62425712.96,6228975605,15200483165,-15953185602,789909953.6,-7322063803
RWBqmXecey,1599500.15,642731.58,,53078312.95,765262.41,7709799.38,,63919479.86,7709799.38,2560151.9,9622951.39,1749352.37,,6376259.94,,,70230804.32,,,,,1038130.19,,,1900000,,8786228.79,13733974.61,,,13000000,114977698.1,38364988.66,26459365.82,26459365.82,,,,-4014002.74,-5325572.54,9207376.68,-10258085.93
0PF614F035,231611755.6,1229847696,48546430.87,12328734644,353679567.6,2213535326,96531661.73,16516059819,2261520557,1035740156,471964820.9,2831948538,496087941.8,1460067049,81170920.09,,9588147838,,28203751.29,1970582816,1877991656,3721819323,,188337500,210074102.1,,415922740.7,1013459660,,29556217.31,2772600000,21972451428,7786578674,7760746205,12669219297,,26169128.22,464923605.6,781524640.2,-2564968251,2903237218,-252589655.1
2qG7FBE7D6,172316710.8,387683887.9,9771045.69,14728155061,70446237.39,213550734,19179953.83,16180365308,222959642.2,5000853311,3306285775,1389699515,,72535805.95,,,1642909692,,,180000000,164888341.3,1690910949,36558569.25,687300000,8970950.32,,1128064896,1222835295,,,2514598251,13732211503,11372791253,11442489348,12026160622,,12920448.47,318480642.5,1494347309,-284887004.4,-1061403494,45102269.15
759108770,-588485.32,5012001.32,413510.61,191422906.8,,92028951.14,50002138.72,294582709.4,141617579.3,12229046.75,713842210.9,13379835.38,,,,,13616172.42,,,351960000,,98049524.17,,,,,261927780.6,224983098.4,,,292000000,10884838556,10872263642,578320916.5,931780916.5,,29650.42,911592.04,94000000,4359957,-206997527.1,-181339218.9
15DD39,152867701,416099289.1,9037890.49,1636907089,,52501000.64,27415862.63,2277642686,70878972.78,634528390,335046109.2,234620242,,2480419435,10156728.91,,5676182630,,,3058981052,179602555.6,738848690.7,123773680,70000000,168280151.8,,1058670896,411255440.1,,402553.93,1081904840,11921251955,1831085904,3580515260,7280276793,,19892739.18,277779528,-254332142.3,-559518243.3,593751977.2,634739331.3
0SD8A52917,18201818.17,150769888.6,4442509.23,986601167.6,16926025.13,120883257.8,10448264.12,1298437764,126889012.6,117430157.6,172356674.7,1792636.97,,115824940.4,,,395333988.7,,,160000000,,157661636.6,20000000,124083906.7,27398362.5,,15089608.06,16333993.64,,6848832.06,235026059.6,1435135081,849009185,536604876.9,698173624.4,561040,1443591.53,52784917.58,145924250.1,-213893024.7,92619740.36,-131462089.2
BcOaDlK7Lf,6202062.56,31825920.5,522088.39,161538785.6,332897.03,20255473.43,29523.09,221783761.1,19762908.13,40416865.57,91001659.99,,,,,,60717469.95,,,,,28299258.72,,10000000,,,15803876.59,68364567.97,,,65000000,352487757,276500720.6,134044640.9,134044640.9,,332801.6,5746559.9,-2493515.67,-2619014.63,21027150.41,6397695.726
2q7876CBBD,164952086.7,603899055.6,10261833.4,20281547870,139020805.1,330829689.8,34654875.27,22181794563,355222731.7,6278364601,5356037973,2477253196,,449389638.1,,100000,1310435027,,26220521.17,517738456,207027102.9,1964222778,305574650.5,1137573951,60577445.81,,2693161705,773888374.6,,1162805.35,2219629588,20446000456,17832716409,16245691280,17622636839,,15984650.96,231426671.2,391377253,-232769370.3,-432191070.6,58795510.38
15FC4B,3432155373,9285995315,587346504.3,3.21E+11,2068413041,10153362565,1544743284,3.47E+11,11110759344,13425469171,9372375751,11971101813,18788000000,8388754041,1038511.71,6464733444,39707277671,40952517.3,3721491835,29535023412,4391930174,27263714490,10292831631,11252978744,8181436052,,6963246432,8564949120,,2315701.99,44671372331,2.21E+11,1.31E+11,1.20E+11,1.79E+11,538727512.9,856819199.9,5666242113,30676595000,-24138297541,144677995.2,4442793510
1000988,27128028.86,190070037.8,2179383.07,1634908133,137379039.7,248997196.6,39543900.08,2201783887,286361713.6,320839987.6,670765212.5,68706191.99,,40915795.63,636825,,764377025.5,,,3763674.51,,667579279.4,3800000,177096213.7,150234340.3,,117492835.9,106566396.8,,,355313500,3664706141,2396306886,1094177192,1113932533,,15917480.38,53582917.16,485112932.7,-178209032.5,-58343808.48,-416695511.1
2026874,1723346889,261223823.1,29839945.41,12183935504,4982102.85,2470962837,1054298141,16348132837,3495421033,5329673887,4358083634,224099291.2,13972543403,14712720340,33506315.47,10491517.9,55892930600,,13973858.17,19894446110,,3771387805,967589559.7,1939830200,1290622813,,2315610676,2353697603,,840535389.3,14763958522,88241676812,13849268675,23199738105,57178140953,406040781.3,16770192.83,2851417975,7596279712,-14118801354,5971866505,-11651188316
6pMPZWaDrn,14399603.05,59556881.63,,519524336,38011471.59,88657229.24,,722428637.1,88657229.24,26037673.19,106920325,,68000000,51384368.29,,,249597249.5,,,44000000,42000000,31401648.17,,22400000,40718275.34,,115316198.4,60950000,,,122990000,819019205.9,470899824.9,292471308.8,446471308.8,,565554,18037653.93,83412313.38,-141196017.9,16860581.76,-20077437.83
1600069,133042705.7,192905650.8,6596902.62,3493755567,97536539.88,-314760418.3,30210924.89,3628608906,-291146396.1,447792769.2,318996079.2,56683959.51,741239057.4,427569889.4,,,2265219746,,,273333893.4,8794071.41,678090959.4,253156798.4,731628839.7,255384109.3,,315334259.8,17991891.84,,377655.83,962331976.6,5626118225,2549110720,2723180449,3803127489,,3403618.97,182431824,-184145083.6,-447056222.9,-458093473.1,343984062.8
sPqyiNhQrr,9551441.72,14106410.24,,237066249.6,15980534.83,57834392.37,,323871027.3,57834392.37,1716938.63,65893421.23,,,113092503.8,,,34057560.18,,,45000000,,60329695.22,,75570000,,,15804519.87,38494383,,,79000000,428608682,281458618,173621708.1,218621708.1,,,4104091.68,32448558.28,-47915688.11,10825706.13,-37836418.71
0RxTIvx7it,4440.11,550038.95,,203694490.6,,44326150.58,100009500,260919189.5,144335650.6,19499748.51,688192603.6,12452000,,219613826.5,,,17578.55,,,44000000,64314518.66,56179841.2,,,,,140405959,180480270.7,,,,1494609206,1273664304,223287596.6,331602115.3,,,476.45,209121963.4,-199231419.6,36744534.72,-1116951915
688405275,-69815.98,12876077.09,100000,1223217582,5000,156632045.6,280113190,1476785179,436645235.6,2513282938,94607194.23,1439090,,4822170041,,,1144201507,,,4687098100,,353913312.9,67800000,,,,639981733.2,2012224643,,,,16799258594,3544941800,3427101829,8249941592,,,742273.92,-489349977.8,-641531894.6,946218612.4,-369925464.4
